                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                0.51386,                 0.3016,                0.87231,                0.98288,                 0.9861,                0.99136,                0.91959,                0.36615,                0.19663,                 0.8224,              0.0097195,              0.0097195,              0.0097195
                     88,                0.50996,                0.29998,                0.87225,                0.98324,                 0.9858,                0.99213,                0.92077,                0.36437,                0.19523,                0.82182,              0.0097162,              0.0097162,              0.0097162
                     89,                0.51082,                0.30009,                0.87301,                0.98314,                0.98688,                0.99187,                   0.92,                0.36414,                0.19565,                0.82294,              0.0097129,              0.0097129,              0.0097129
                     90,                0.50686,                 0.2974,                0.87177,                0.98342,                0.98646,                0.99166,                0.92087,                0.36271,                0.19665,                0.82234,              0.0097096,              0.0097096,              0.0097096
                     91,                0.50918,                0.30051,                0.87421,                 0.9849,                 0.9855,                0.99194,                0.92279,                0.36028,                0.19443,                0.82061,              0.0097063,              0.0097063,              0.0097063
                     92,                0.50935,                0.29857,                0.87217,                0.98453,                0.98573,                0.99153,                0.92222,                0.35987,                0.19354,                0.82092,               0.009703,               0.009703,               0.009703
                     93,                 0.5017,                0.29601,                0.87083,                 0.9825,                0.98789,                0.99187,                0.92289,                 0.3586,                0.19284,                 0.8211,              0.0096997,              0.0096997,              0.0096997
                     94,                0.50601,                0.29715,                0.87226,                0.98265,                0.98885,                0.99204,                0.92329,                0.35846,                0.19182,                0.82114,              0.0096964,              0.0096964,              0.0096964
                     95,                0.50292,                0.29581,                0.87143,                0.98349,                0.98746,                0.99184,                0.92308,                0.35678,                0.19213,                 0.8197,              0.0096931,              0.0096931,              0.0096931
                     96,                 0.5006,                0.29622,                0.87043,                0.98488,                0.98647,                0.99204,                0.92428,                0.35522,                0.19172,                0.81949,              0.0096898,              0.0096898,              0.0096898
                     97,                0.50059,                0.29488,                0.87216,                0.98402,                0.98716,                0.99193,                 0.9247,                0.35432,                0.19134,                0.82044,              0.0096865,              0.0096865,              0.0096865
                     98,                0.50203,                0.29471,                0.86857,                0.98425,                0.98857,                0.99194,                0.92578,                0.35183,                0.18932,                0.81829,              0.0096832,              0.0096832,              0.0096832
                     99,                0.49814,                0.29457,                0.86808,                0.98451,                0.98778,                0.99248,                0.92638,                0.35002,                0.18849,                0.81665,              0.0096799,              0.0096799,              0.0096799
                    100,                0.49553,                0.29271,                0.86908,                0.98399,                0.98768,                0.99229,                0.92669,                0.34927,                0.18837,                0.81674,              0.0096766,              0.0096766,              0.0096766
                    101,                0.49561,                0.29172,                0.86783,                0.98576,                  0.986,                0.99263,                0.92687,                  0.349,                0.18722,                0.81663,              0.0096733,              0.0096733,              0.0096733
                    102,                0.49621,                0.29056,                0.86882,                0.98582,                0.98635,                0.99245,                0.92732,                0.34615,                0.18653,                0.81588,                0.00967,                0.00967,                0.00967
                    103,                0.49182,                0.29082,                0.86647,                0.98514,                0.98786,                0.99249,                0.92781,                0.34475,                0.18608,                0.81523,              0.0096667,              0.0096667,              0.0096667
                    104,                0.49396,                0.29137,                0.86958,                0.98567,                 0.9867,                0.99274,                0.92835,                0.34381,                0.18466,                0.81523,              0.0096634,              0.0096634,              0.0096634
                    105,                0.49379,                0.29079,                0.86831,                0.98416,                0.98887,                0.99242,                0.92907,                0.34232,                0.18401,                0.81517,              0.0096601,              0.0096601,              0.0096601
                    106,                0.49116,                0.29059,                0.86963,                0.98454,                0.98916,                0.99257,                0.92997,                0.34148,                0.18432,                0.81532,              0.0096568,              0.0096568,              0.0096568
